timestamp,open,high,low,close
1762135800000,3991.475,3995.775,3990.405,3994.715
1762136100000,3994.695,3999.325,3994.565,3999.325
1762136400000,3999.115,4006.255,3997.955,3998.215
1762136700000,3998.225,3998.915,3995.175,3995.405
1762137000000,3995.345,4000.865,3994.815,3998.475
1762137300000,3998.515,4000.415,3996.755,4000.415
1762137600000,4000.545,4005.965,4000.085,4001.285
1762137900000,4001.525,4003.448,3998.648,3999.248
1762138200000,3999.135,4000.935,3997.595,4000.175
1762138500000,4000.205,4006.015,3998.595,4003.795
1762138800000,4003.865,4011.235,4001.925,4007.325
1762139100000,4007.345,4008.465,4003.075,4005.595
1762139400000,4005.595,4010.015,4005.335,4007.365
1762139700000,4007.395,4010.105,4007.285,4008.125
1762140000000,4008.155,4010.035,4006.835,4008.385
1762140300000,4008.425,4009.355,4005.325,4005.905
1762140600000,4005.915,4009.965,4005.285,4009.895
1762140900000,4009.945,4012.995,4008.148,4011.825
1762141200000,4011.675,4012.965,4010.355,4010.545
1762141500000,4010.575,4012.815,4010.575,4012.755
1762141800000,4012.345,4013.735,4011.135,4013.305
1762142100000,4013.335,4015.145,4011.065,4011.065
1762142400000,4011.055,4013.175,4007.155,4007.625
1762142700000,4007.745,4014.115,4006.575,4013.045
1762143000000,4013.015,4013.795,4009.045,4009.435
1762143300000,4009.385,4009.575,4004.765,4005.115
1762143600000,4005.145,4007.065,4003.035,4003.805
1762143900000,4003.795,4005.425,4001.615,4005.235
1762144200000,4005.205,4005.585,4002.345,4004.828
1762144500000,4005.095,4005.895,4003.225,4005.578
1762144800000,4005.195,4007.405,4004.855,4006.605
1762145100000,4006.575,4007.288,4004.258,4005.058
1762145400000,4005.058,4006.038,4002.665,4005.165
1762145700000,4005.165,4005.348,4002.448,4003.368
1762146000000,4003.378,4003.998,3997.708,3999.298
1762146300000,3999.298,4007.865,3997.479,4007.775
1762146600000,4007.765,4009.825,4005.748,4006.665
1762146900000,4006.705,4007.815,4004.665,4006.408
1762147200000,4006.388,4007.505,4004.785,4007.425
1762147500000,4007.575,4012.565,4007.535,4011.735
1762147800000,4011.715,4018.075,4011.715,4014.055
1762148100000,4013.995,4014.998,4011.625,4013.995
1762148400000,4014.025,4016.305,4013.995,4014.545
1762148700000,4014.685,4014.935,4012.665,4014.818
1762149000000,4014.535,4016.555,4013.795,4015.738
1762149300000,4015.738,4015.948,4010.998,4013.615
1762149600000,4013.698,4016.498,4012.525,4013.545
1762149900000,4013.485,4015.295,4009.825,4014.815
1762150200000,4014.835,4015.868,4013.865,4014.348
